"Bundesland / Messnetz";Stationscode;Stationsname;Stationsumgebung;"Art der Station";"Jahresmittelwert in µg/m³";"Zahl der Tageswerte über 50 µg/m3"
Rheinland-Pfalz;DERP015;"Westeifel Wascheid";"ländliches Gebiet";Hintergrund;10;0
Rheinland-Pfalz;DERP017;Pfälzerwald-Hortenkopf;"ländliches Gebiet";Hintergrund;12;3
Rheinland-Pfalz;DERP021;Neuwied-Hafenstraße;"städtisches Gebiet";Hintergrund;19;9
Rheinland-Pfalz;DERP022;"Bad Kreuznach-Bosenheimer Straße";"städtisches Gebiet";Hintergrund;16;4
Rheinland-Pfalz;DERP025;Wörth-Marktplatz;"städtisches Gebiet";Hintergrund;18;9
Rheinland-Pfalz;DERP042;"Pirmasens Schäferstr.";"städtisches Gebiet";Hintergrund;18;8
Rheinland-Pfalz;DERP003;Ludwigshafen-Mundenheim;"städtisches Gebiet";Industrie;22;11
Rheinland-Pfalz;DERP044;"Krautscheid / Seifen";"ländliches Gebiet";Industrie;16;9
Rheinland-Pfalz;DERP047;Trier-Pfalzel;"vorstädtisches Gebiet";Industrie;18;4
Rheinland-Pfalz;DERP010;Mainz-Parcusstraße;"städtisches Gebiet";Verkehr;23;9
Rheinland-Pfalz;DERP011;Mainz-Rheinallee;"städtisches Gebiet";Verkehr;21;10
Rheinland-Pfalz;DERP020;Trier-Ostallee;"städtisches Gebiet";Verkehr;20;8
Rheinland-Pfalz;DERP023;Worms-Hagenstraße;"städtisches Gebiet";Verkehr;22;13
Rheinland-Pfalz;DERP035;Kaiserslautern-Marienplatz;"städtisches Gebiet";Verkehr;18;5
Rheinland-Pfalz;DERP041;Ludwigshafen-Heinigstraße;"städtisches Gebiet";Verkehr;23;14
Rheinland-Pfalz;DERP045;"Koblenz-Hohenfelder Straße";"städtisches Gebiet";Verkehr;21;9
Saarland;DESL010;Saarbrücken-Burbach;"städtisches Gebiet";Hintergrund;18;6
Saarland;DESL012;Saarbrücken-City;"städtisches Gebiet";Hintergrund;20;6
Saarland;DESL013;Saarlouis-Fraulautern;"vorstädtisches Gebiet";Hintergrund;20;10
Saarland;DESL017;"Völklingen-City Stadionstr.";"städtisches Gebiet";Hintergrund;17;3
Saarland;DESL019;Biringen;"ländlich regional";Hintergrund;14;2
Saarland;DESL003;"Dillingen City";"städtisches Gebiet";Industrie;19;6
Saarland;DESL020;Saarbrücken-Verkehr;"städtisches Gebiet";Verkehr;22;11
Sachsen;DESN001;Annaberg-Buchholz;"städtisches Gebiet";Hintergrund;19;11
Sachsen;DESN004;Bautzen;"städtisches Gebiet";Hintergrund;20;14
Sachsen;DESN011;Chemnitz-Mitte;"städtisches Gebiet";Hintergrund;19;11
Sachsen;DESN017;Freiberg;"städtisches Gebiet";Hintergrund;21;15
Sachsen;DESN019;Glauchau;"städtisches Gebiet";Hintergrund;21;12
Sachsen;DESN024;Klingenthal;"städtisches Gebiet";Hintergrund;16;6
Sachsen;DESN045;Zittau-Ost;"vorstädtisches Gebiet";Hintergrund;23;26
Sachsen;DESN049;Carlsfeld;"ländlich abgelegen";Hintergrund;11;1
Sachsen;DESN051;Radebeul-Wahnsdorf;"ländlich stadtnah";Hintergrund;19;13
Sachsen;DESN059;Leipzig-West;"vorstädtisches Gebiet";Hintergrund;19;13
Sachsen;DESN074;Schwartenberg;"ländlich regional";Hintergrund;14;2
Sachsen;DESN076;Collmberg;"ländlich abgelegen";Hintergrund;16;8
Sachsen;DESN079;Niesky;"ländlich regional";Hintergrund;18;17
Sachsen;DESN092;Dresden-Winckelmannstr.;"städtisches Gebiet";Hintergrund;20;13
Sachsen;DESN093;Brockau;"ländlich regional";Hintergrund;16;12
Sachsen;DESN006;Borna;"städtisches Gebiet";Verkehr;23;19
Sachsen;DESN020;Görlitz;"städtisches Gebiet";Verkehr;26;29
Sachsen;DESN025;Leipzig-Mitte;"städtisches Gebiet";Verkehr;30;39
Sachsen;DESN061;Dresden-Nord;"städtisches Gebiet";Verkehr;26;21
Sachsen;DESN075;Plauen-Süd;"städtisches Gebiet";Verkehr;19;12
Sachsen;DESN077;"Leipzig Lützner Str.";"städtisches Gebiet";Verkehr;29;37
Sachsen;DESN083;"Chemnitz-Leipziger Str.";"städtisches Gebiet";Verkehr;28;28
Sachsen;DESN084;Dresden-Bergstr.;"städtisches Gebiet";Verkehr;28;22
Sachsen;DESN091;"Zwickau-Werdauer Str.";"städtisches Gebiet";Verkehr;22;21
Sachsen-Anhalt;DEST002;Burg;"vorstädtisches Gebiet";Hintergrund;18;7
Sachsen-Anhalt;DEST011;Wernigerode/Bahnhof;"städtisches Gebiet";Hintergrund;21;8
Sachsen-Anhalt;DEST028;Zeitz;"städtisches Gebiet";Hintergrund;18;11
Sachsen-Anhalt;DEST029;Bernburg;"vorstädtisches Gebiet";Hintergrund;20;11
Sachsen-Anhalt;DEST044;Halberstadt;"städtisches Gebiet";Hintergrund;18;9
Sachsen-Anhalt;DEST050;Halle/Nord;"städtisches Gebiet";Hintergrund;20;10
Sachsen-Anhalt;DEST066;Wittenberg/Bahnstrasse;"städtisches Gebiet";Hintergrund;20;5
Sachsen-Anhalt;DEST077;Magdeburg/West;"städtisches Gebiet";Hintergrund;19;5
Sachsen-Anhalt;DEST089;Zartau/Waldstation;"ländlich regional";Hintergrund;14;4
Sachsen-Anhalt;DEST098;"Unterharz / Friedrichsbrunn";"ländlich regional";Hintergrund;16;2
Sachsen-Anhalt;DEST104;"Domäne Bobbe";"ländliches Gebiet";Hintergrund;17;10
Sachsen-Anhalt;DEST105;"Stendal Stadtsee";"städtisches Gebiet";Hintergrund;17;7
Sachsen-Anhalt;DEST015;Bitterfeld/Wolfen;"vorstädtisches Gebiet";Industrie;19;9
Sachsen-Anhalt;DEST068;Pouch;"ländlich stadtnah";Industrie;18;7
Sachsen-Anhalt;DEST090;Leuna;"vorstädtisches Gebiet";Industrie;19;10
Sachsen-Anhalt;DEST097;"Hettstedt Industrie";"vorstädtisches Gebiet";Industrie;16;6
Sachsen-Anhalt;DEST075;"Halle/Merseburger Strasse";"städtisches Gebiet";Verkehr;22;16
Sachsen-Anhalt;DEST076;Magdeburg/Damaschkeplatz;"städtisches Gebiet";Verkehr;24;20
Sachsen-Anhalt;DEST091;"Dessau Albrechtsplatz";"städtisches Gebiet";Verkehr;21;9
Sachsen-Anhalt;DEST092;"Wittenberg/Dessauer Strasse";"städtisches Gebiet";Verkehr;24;18
Sachsen-Anhalt;DEST095;Aschersleben;"städtisches Gebiet";Verkehr;24;22
Sachsen-Anhalt;DEST099;Magdeburg/Reuterallee;"städtisches Gebiet";Verkehr;25;19
Sachsen-Anhalt;DEST101;Halberstadt/Friedenstrasse;"städtisches Gebiet";Verkehr;25;20
Sachsen-Anhalt;DEST102;Halle/Paracelsusstr.;"städtisches Gebiet";Verkehr;29;30
Sachsen-Anhalt;DEST103;"Magdeburg Schleinufer";"städtisches Gebiet";Verkehr;26;23
Sachsen-Anhalt;DEST108;"Weißenfels/Am Krug";"städtisches Gebiet";Verkehr;18;8
Schleswig-Holstein;DESH008;Bornhöved;"ländlich regional";Hintergrund;17;5
Schleswig-Holstein;DESH023;"Lübeck-St. Jürgen";"städtisches Gebiet";Hintergrund;18;6
Schleswig-Holstein;DESH033;Kiel-Max-Planck-Str.;"städtisches Gebiet";Hintergrund;18;5
Schleswig-Holstein;DESH035;"Brunsbüttel-Cuxhavener Straße";"städtisches Gebiet";Hintergrund;21;8
Schleswig-Holstein;DESH022;Flensburg;"städtisches Gebiet";Verkehr;21;8
Schleswig-Holstein;DESH025;"Itzehoe Lindenstr.";"städtisches Gebiet";Verkehr;21;7
Schleswig-Holstein;DESH026;"Lübeck Gr. Burgstr.";"städtisches Gebiet";Verkehr;20;6
Schleswig-Holstein;DESH027;"Kiel-Bahnhofstr. Verk.";"städtisches Gebiet";Verkehr;20;4
Schleswig-Holstein;DESH028;Ratzeburg;"städtisches Gebiet";Verkehr;21;5
Thüringen;DETH005;Saalfeld;"städtisches Gebiet";Hintergrund;18;11
Thüringen;DETH009;"Gera Friedericistr.";"städtisches Gebiet";Hintergrund;22;16
Thüringen;DETH011;"Altenburg Theaterplatz";"städtisches Gebiet";Hintergrund;20;16
Thüringen;DETH013;"Eisenach Werneburgstr.";"städtisches Gebiet";Hintergrund;17;11
Thüringen;DETH018;Nordhausen;"städtisches Gebiet";Hintergrund;19;7
Thüringen;DETH020;"Erfurt Krämpferstr.";"städtisches Gebiet";Hintergrund;19;13
Thüringen;DETH026;Dreißigacker;"ländlich regional";Hintergrund;15;2
Thüringen;DETH027;Neuhaus;"ländlich abgelegen";Hintergrund;12;1
Thüringen;DETH036;"Greiz Mollbergstr.";"städtisches Gebiet";Hintergrund;19;14
Thüringen;DETH041;"Jena Dammstr.";"städtisches Gebiet";Hintergrund;21;17
Thüringen;DETH042;Possen;"ländlich abgelegen";Hintergrund;13;2
Thüringen;DETH060;Zella-Mehlis;"städtisches Gebiet";Hintergrund;17;4
Thüringen;DETH061;Hummelshain;"ländlich abgelegen";Hintergrund;13;2
Thüringen;DETH093;"Weimar Schwanseestr.";"städtisches Gebiet";Hintergrund;18;11
Thüringen;DETH095;"Mühlhausen Bastmarkt";"städtisches Gebiet";Hintergrund;21;14
Thüringen;DETH096;"Sömmerda Wielandstr.";"vorstädtisches Gebiet";Hintergrund;15;5
Thüringen;DETH043;"Erfurt Bergstr.";"städtisches Gebiet";Verkehr;26;22
Thüringen;DETH072;"Suhl F.-König-Str";"städtisches Gebiet";Verkehr;18;2
Thüringen;DETH083;"Weimar Steubenstr.";"städtisches Gebiet";Verkehr;26;23
Thüringen;DETH084;"Weimar K.-Liebknecht-Str.";"städtisches Gebiet";Verkehr;23;22
Thüringen;DETH091;"Mühlhausen Wanfrieder Str";"städtisches Gebiet";Verkehr;29;42
Thüringen;DETH094;"Mühlhausen Kiliansgr.";"städtisches Gebiet";Verkehr;24;21
UBA;DEUB001;Westerland;"ländliches Gebiet";Hintergrund;18;3
UBA;DEUB004;Schauinsland;"ländlich regional";Hintergrund;9;0
UBA;DEUB005;Waldhof;"ländliches Gebiet";Hintergrund;15;4
UBA;DEUB028;Zingst;"ländliches Gebiet";Hintergrund;14;6
UBA;DEUB029;Schmücke;"ländliches Gebiet";Hintergrund;10;1
UBA;DEUB030;Neuglobsow;"ländlich regional";Hintergrund;14;5

"* Nach § 20 bzw. § 21 der Richtlinie 2008/50/EG können Überschreitungen des PM₁₀-Tagesmittelgrenzwertes aufgrund von natürlichen Quellen bzw. Streusand oder -salz im Winterdienst abgezogen werden."

"Quelle: Umweltbundesamt, https://www.umweltbundesamt.de/daten/luft/luftdaten/jahresbilanzen (Stand: 14.10.2013). Alle Uhrzeiten sind in der jeweils zum Messzeitpunkt gültigen Zeit (MEZ bzw. MESZ) angegeben."
